message_text_persian,message_text_english,time_est,date,has_media,media_filename,includes_video,audio_transcription_persian,audio_transcription_persian_v2,audio_transcription_english,ocr_text_persian,ocr_text_english,keywords,screenshots,theme,include_person,AI_generated
"🛑 ما رو تو هَچَل نندازید

🔺️نظرسنجی جدید فاکس‌نیوز نشون داد اکثر آمریکایی‌ها با حمله ایالات متحده به ایران مخالفن!

🆔 @akhbarenfejari","🛑 Don't put us in trouble

🔺 A new Fox News poll showed that most Americans oppose a US attack on Iran!

🆔 @akhbarenfejari",2026-02-24 04:24:32 EST,2026-02-24,Y,2026-02-24_019.jpg,N,,,,,,"US attack Iran, American public opinion, Fox News poll, opposition",,Foreign intervention,Trump,No
"🛑 خود درگیری داری؟

🔺️خبرنگار اسرائیلی آکسیوس در واکنش به صحبت‌های ترامپ نوشت اصلا کسی نگفته که ژنرال کین مخالف حمله است. اکسیوس، واشنگتن پست و وال‌استریت ژورنال همگی گفتن که او فقط نسبت به خطرات چنین عملیاتی هشدار داده.

🆔 @akhbarenfejari","🛑 Having internal conflict?

🔺 Israeli journalist Axios, in response to Trump's comments, wrote that no one said General Kaine opposes the attack. Axios, Washington Post, and Wall Street Journal all said he only warned about the risks of such operations.

🆔 @akhbarenfejari",2026-02-24 04:36:31 EST,2026-02-24,Y,2026-02-24_020.jpg,N,,,,,,"Trump, General Kaine, Israel, military operations, risks",,War coverage,"Trump, General Kaine",No
"❄️** **بارش شدید برف، صبح امروز، اردبیل

🆔 @akhbarenfejari","❄️ Heavy snowfall, this morning, Ardabil

🆔 @akhbarenfejari",2026-02-24 04:49:53 EST,2026-02-24,Y,2026-02-24_021.mp4,Y,1.5%,بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیمی بایدیم,[Severely corrupted - repetition of 'بایدیمی' - largely unintelligible],,,"snowfall, Ardabil, winter weather, morning",,Weather and landscape,,No
"🛑 مدارس مازندران شیفت عصر فردا مجازی شد

🔺️استانداری مازندران گفت با توجه به مصوبات صورت‌گرفته، ساعات پایان کار تمامی ادارات، دانشگاه‌ها و مدارس استان ـ به‌جز مراکز عملیاتی و خدمات‌رسان ـ در روز چهارشنبه ششم اسفند ۱۴۰۴ تا ساعت ۱۲ ظهر تعیین شده است.
🆔 @akhbarenfejari","🛑 Mazandaran schools afternoon shift tomorrow switched to virtual

🔺 Mazandaran's provincial governor said according to the approved resolutions, the closing time of all offices, universities, and schools in the province—except operational centers and service providers—on Wednesday, the 6th of Esfand 1404 has been set until 12 noon.
🆔 @akhbarenfejari",2026-02-24 05:02:05 EST,2026-02-24,N,,,,,,,,"schools, virtual classes, weather, Mazandaran, closure",,Anti-regime,,No
"🛑 سکه ۲۰۰ میلیون 

🔺️گرم طلای ۱۸ عیار هم نزدیک ۲۰ میلیونه

🔺️دلار به ۱۶۳ هزار و ۸۶۰ تومان رسید.

🆔 @akhbarenfejari","🛑 Coin 200 million

🔺 18-karat gold gram is also close to 20 million

🔺 Dollar reached 163,860 tomans.

🆔 @akhbarenfejari",2026-02-24 05:19:19 EST,2026-02-24,Y,2026-02-24_022.jpg,N,,,,,,"gold prices, currency exchange, dollar rate, coin prices",,Iranian economy,,No
"🔥 آتش سوزی مهیب ۲ هتل در ایالت ویسکانسین آمریکا

🆔 @akhbarenfejari","🔥 Massive fire at 2 hotels in Wisconsin state, USA

🆔 @akhbarenfejari",2026-02-24 05:37:31 EST,2026-02-24,Y,2026-02-24_023.mp4,Y,"1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.5% %, 1.",بایدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدیدید,You should have seen...,,,"fire, hotel, Wisconsin, USA, emergency",,International news,,No
"♦️جای این کارا جنگو تموم کن

🔺️رئیس‌جمهور اوکراین، تو چهارمین سال جنگ تو اوکراین پناهگاه محل کارش رو به نمایش گذاشت.

🔺️این مخفیگاه تو مرکز پایتخته و راهروهای طولانی و اتاق‌های مجهز داره.

🆔 @akhbarenfejari","♦️ Instead of these things, end the war in Django

🔺 The President of Ukraine, in the fourth year of war in Ukraine, showcased his workplace shelter.

🔺 This bunker is in the center of the capital and has long corridors and equipped rooms.

🆔 @akhbarenfejari",2026-02-24 05:51:04 EST,2026-02-24,Y,2026-02-24_024.jpg,N,,,,,,"Ukraine war, president, bunker, shelter, capital",,War coverage,,No
"🛑 جلو در توالت هواپیما؟

🔺️اکانت رسمی کاخ سفید نوشت فردا ترامپ یه سخنرانی حماسی و تاریخی انجام میده!

🆔 @akhbarenfejari","🛑 Outside the airplane bathroom door?

🔺 The official White House account wrote that tomorrow Trump will deliver an epic and historic speech!

🆔 @akhbarenfejari",2026-02-24 06:14:26 EST,2026-02-24,Y,2026-02-24_025.jpg,N,,,,,,"Trump, White House, speech, announcement, historic",,War coverage,Trump,No
"🛑 وضعتون خوبه‌‌ها

🔺️آمارهای ۲۰۲۴ نشون میده که ۱۵ میلیون ایرانی رمزارز دارن.

🔺️ایران با ۱۶.۷ درصد نرخ مالکیت، رتبه هشتم جهان رو بین ۳۱ کشور کسب کرده. 

🔺️این اطلاعات نشون میده ایران دیگه بازار کوچکی برای رمزارزها نیست.

🆔 @akhbarenfejari","🛑 Your situation is good

🔺️ 2024 statistics show that 15 million Iranians own cryptocurrency.

🔺️ Iran with a 16.7% ownership rate has achieved the 8th rank in the world among 31 countries.

🔺️ This information shows that Iran is no longer a small market for cryptocurrencies.",2026-02-24 06:29:27 EST,2026-02-24,Y,2026-02-24_026.jpg,N,,,,,,"cryptocurrency, Iran, digital assets, market ownership, global ranking",,Iranian economy,,No
"🛑 ترامپ وسط اَرّه نشسته

🔺️دیلی بیست نوشت اگه ترامپ بخواد به ایران حمله کنه فقط برای منحرف کردن افکار عمومی از پرونده‌ی فسادش و ماجرای اپستینه.

🔺️رئیس جمهور آمریکا نمیتونه تصمیم قطعی در رابطه با ایران بگیره و این عدم قطعیت باعث سردرگمی و کلافگی تو وزارت دفاع آمریکا شده.

🆔 @akhbarenfejari","🛑 Trump is caught in the middle

🔺️ Daily Beast wrote that if Trump wants to attack Iran it's only to divert public opinion from his corruption case and the Epstein matter.

🔺️ The US president cannot make a definitive decision regarding Iran and this uncertainty has caused confusion and frustration in the US Department of Defense.",2026-02-24 06:54:06 EST,2026-02-24,Y,2026-02-24_027.jpg,N,,,,,,"Trump, Iran, US politics, corruption, Pentagon, military strategy",,War coverage,Trump,No
"نوشابه‌ی خرما برای افطار میچسبه 😁

🔺️عربستان سعودی از «میلاف کولا» رونمایی کرد؛ محصولی که بدون شکر افزوده تولید میشه و با شیرینی طبیعی خرما درست میشه و از نوشابه‌های رایج، سالم‌تره.

🆔 @akhbarenfejari","Date soda for iftar sticks well 😁

🔺️ Saudi Arabia unveiled 'Milaf Cola'; a product made without added sugar and made with the natural sweetness of dates and is healthier than common sodas.",2026-02-24 07:09:28 EST,2026-02-24,Y,2026-02-24_028.jpg,N,,,,,,"Saudi Arabia, date soda, health, beverages, product launch",,Pop culture,,No
"🍷با توجه به این‌که عربستانی‌ها از رونالدو همه استفاده‌ای می‌کنن، احتمالا از این حرکت کنار گذاشتن نوشابه تو مصاحبه خبریش که خیلی وایرال شده بود دوباره استفاده کنن و ازش بخوان از این نوشابه‌ی خرما هم کلی تعریف کنه و از سالم بودنش بگه تا بازارهای جهانی رو هم درنوردن.

🆔 @akhbarenfejari","🍷 Given that the Saudis use every bit of Ronaldo, they will probably reuse that move of setting aside soda in his interview which went very viral and ask him to describe this date soda a lot and talk about its health benefits so they can conquer global markets.",2026-02-24 07:20:17 EST,2026-02-24,Y,2026-02-24_029.jpg,N,,,,,,"Ronaldo, marketing, Saudi Arabia, advertising, celebrity endorsement",,Pop culture,Ronaldo,No
"🔥 ویدیویی از لحظات اولیه سقوط بالگرد امروز صبح ارتش در تره‌بار درچه‌ی اصفهان

🆔 @akhbarenfejari","🔥 Video from the initial moments of the army helicopter crash this morning in Terebar, Cheshmeh Esfahan",2026-02-24 07:25:19 EST,2026-02-24,Y,2026-02-24_030.mp4,Y,"E in un edor ce? In s-aici, vedea in un amaliu.",دریدون دورشه دن شایچون درام هوایدید,Inside the house when it was burning...,,,"helicopter crash, army, Iran, accident, military",,War coverage,,No
"همون همیشگی!😡

🖥 شبکه خبری المیادین گفته:
نظامیان اشغالگر اسرائیلی باز هم آتش‌بس رو نقض کردن و به بخش‌هایی از جنوب لبنان تیراندازی کردن!

🆔 @akhbarenfejari","Same old, same old! 😡

🖥 Al-Mayadeen news network said:
Israeli occupying forces violated the ceasefire again and shot at parts of southern Lebanon!",2026-02-24 07:39:50 EST,2026-02-24,Y,2026-02-24_031.jpg,N,,,,,,"Israel, Lebanon, ceasefire violation, military conflict, occupation",,Gaza Genocide,,No
"🛑 شوخی شوخی سرتون به باد میره!

🔻 نایب رئیس شورای امنیت روسیه گفته:
انتقال فناوری‌های هسته‌ای به کشور جنگ‌زده اوکراین، خط قرمز روسیه هست. 

🔻 همدستی هسته‌ای با اوکراین، تبعات سنگین داره!

🆔 @akhbarenfejari","🛑 Joking around will cost you your head!

🔻 Deputy Chief of Russia's Security Council said:
Transfer of nuclear technology to war-torn Ukraine is a red line for Russia.

🔻 Nuclear collusion with Ukraine has heavy consequences!",2026-02-24 07:52:03 EST,2026-02-24,Y,2026-02-24_032.jpg,N,,,,,,"Russia, nuclear technology, Ukraine, security, red line, geopolitics",,War coverage,,No
"کار خودمونه، نترسید!😉

🏗 شرکت عمران پردیس گفته: 
برای اجرای عملیات راهسازی و ساخت جاده در بخشی از مسیر جدید دسترسی فاز ۵ به ۱۱، چند تا انفجار کنترل شده توسط متخصصین انجام میشه.

🆔 @akhbarenfejari","It's our job, don't worry! 😉

🏗 Pardis Construction Company said:
To carry out road construction and building operations on a portion of the new access route from phase 5 to 11, several controlled explosions will be performed by specialists.",2026-02-24 08:03:49 EST,2026-02-24,Y,2026-02-24_033.mp4,Y,این مزدو شنبه پنجومه سرنده سالزار چاسته  از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از,این مزب شنبه پنجومه استرنده سالیزار چارتاده شهار  در کنتاشدهی به جده محتودهی پروجهیه اجای مسره ارسباتی فاز پنج بفازه یا زر شهرجه ده پردیس.,"This group on Saturday, the fifth, is strange. In relation to Jeddah, the content of the project is in place, satisfaction, the fifth phase to phase or something of the city of Pardis.",,,"road construction, controlled explosions, construction operations, safety, blasting, infrastructure",,Iranian economy,,No
"حساب کار دستش اومده!😏

🔻 ژنرال دن کین، فرمانده پنتاگون به ترامپ هشدار داده که کمبود مهمات و نبود حمایت متحدان، حمله آمریکا به ایران رو به ریسک بزرگی تبدیل کرده!

🆔 @akhbarenfejari","He got his act together! 😏

🔻 General Dan Kin, Pentagon commander warned Trump that ammunition shortage and lack of allied support has turned a US attack on Iran into a major risk!",2026-02-24 08:18:02 EST,2026-02-24,Y,2026-02-24_034.jpg,N,,,,,,"Pentagon, Iran attack, ammunition shortage, military readiness, Trump",,War coverage,Dan Kin,No
"🛑 نمی‌گفتی هم مشخص بود!

🔻 رئیس مجمع عمومی سازمان ملل گفته:
در دنیای ایده‌آلی زندگی نمی‌کنیم، کشورها قوانین سازمان ملل رو رعایت نمی‌کنن!

⚠️ سازمان ملل برای جلوگیری از جنایت‌های اسرائیل و آمریکا و... تا حالا به جز ابراز نگرانی کار دیگه‌ای نکرده!

🆔 @akhbarenfejari","🛑 You didn't even have to say it, it was obvious!

🔻 President of the UN General Assembly said:
We don't live in an ideal world, countries don't respect UN laws!

⚠️ The UN to prevent crimes of Israel and America and... has only expressed concern and done nothing else!",2026-02-24 08:31:29 EST,2026-02-24,Y,2026-02-24_035.mp4,Y,این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این  درگوز اشتنیز باز یت مین گونه بوده که این گاوانه همیشر آيات نمیش وده و بها مینده لیده برکول بما در آخر مجمان,ویدنی این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این ا  که انگوانه همیشر آیت نمیشوده و به همیده لی دبی رکول و بمن در آخر مجمد,"And this, this, this... that which never happens and to the same, by Dubai, recall and to me in the end combined...",,,"UN General Assembly, international law, Israel, America, geopolitics",,International news,,No
"بارش برف در اردبیل😍

🆔 @akhbarenfejari",Snow falling in Ardabil 😍,2026-02-24 08:41:57 EST,2026-02-24,Y,2026-02-24_036.mp4,Y,"[ERROR: Command '['ffmpeg', '-y', '-i', 'scraped-media/2026-02-24_036.mp4', '-ac', '1', '-ar', '16000', '/var/folders/jw/4__g8_4s7812q133hmwkrny40000gn/T/tmpatqw9fv6.wav']' returned non-zero exit status 234.]",,,,,"snow, winter, Ardabil, weather",,Weather and landscape,,No
"آموزش نحوه استفاده درست و اصولی از کپسول آتش نشانی🧯

🆔 @akhbarenfejari",Tutorial on how to use a fire extinguisher correctly and properly 🧯,2026-02-24 08:54:36 EST,2026-02-24,Y,2026-02-24_037.mp4,Y,این ده هواز اکه دوستید این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که از این که ا  از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از  این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این  از سفاده کنید میدینه بادست اچه کتون برمیداری یه زامندار در وی اهروم دره که پولوم می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می می  نهه از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از از ا,این داوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه که دوازه ک  اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگه اگ  از این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این  این او این او این او از این او از این او از این او این او از این او این او این او از این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این او این  ببین توی که هره. جای که دره میسوزه بینه ماده سوخده نی و جای که آتیش در بولنمش. روم بونش وان کفشه که فوجومی پاشید و خمجا هری رو در وغه اتفا. بای خی آلیش. دست ستون در دن کانه یه بار دیمه این بابینه. نه بوغه سنگی نه سنگی رو. بای خانه میسونه این بولن کار دا وزکیلی یا,"This twelve, twelve, twelve... if, if, if... from this, this, this... this, this, this... this from this, from this, from this this, this, from this, this, this from this, this, this, this, this, this, this, this, this, this, this, this, this, this, this, this, this, this, this, this, this, this, this, this, this, this, this, this, this, this, this, this, this, this, this, this, this, this, this, this, this, this, this, this, this...",,,"fire safety, fire extinguisher, tutorial, emergency preparedness",,Health,,No
"🛑 حسین‌زاده ۱۰۰تایی شد!

⚽️ پوستر باشگاه تراکتور برای امیرحسین حسین‌زاده به مناسبت رسیدن به ۱۰۰ بازی با پیراهن تراکتور.

🆔 @akhbarenfejari",Hosseinzadeh reached 100! ⚽️ Tractors club poster for Amir Hossein Hosseinzadeh on the occasion of reaching 100 matches with Tractors jersey.,2026-02-24 09:05:21 EST,2026-02-24,Y,2026-02-24_038.jpg,N,,,,,,"Hosseinzadeh, Tractors, 100 matches, football, milestone, Iranian football",,Sports,,No
"اینا به مردم عادی هم رحم نمی‌کنن!😡

🖥 خبرگزاری رویترز گفته:
اسرائیل پیامی غیرمستقیم به لبنان ارسال کرده و گفته: در صورت ورود حزب‌الله به جنگ بین آمریکا و ایران، حملات شدیدی علیه زیرساخت‌های غیرنظامی از جمله فرودگاه این کشور انجام میده!

🆔 @akhbarenfejari","They don't even have mercy on ordinary people! 😡 Reuters news agency said: Israel sent an indirect message to Lebanon saying: If Hezbollah enters the war between America and Iran, it will carry out severe attacks against civilian infrastructure including this country's airport!",2026-02-24 09:19:22 EST,2026-02-24,Y,2026-02-24_039.jpg,N,,,,,,"Israel, Lebanon, Hezbollah, civilian infrastructure, military threat",,War coverage,,No
"🛑 آدم‌کُشی ادامه داره!!!

🔻 آمریکا باز هم به بهانه مبارزه با قاچاق مواد مخدر به یه شناور حمله کرده و سه نفر رو کُشته!

🆔 @akhbarenfejari",Killing continues!!! 🛑 America attacked a vessel again under the pretext of fighting drug trafficking and killed three people!,2026-02-24 09:33:51 EST,2026-02-24,Y,2026-02-24_040.mp4,Y,you,دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دیگیمی دی,"I'm saying, I'm saying...",,,"US military action, vessel attack, casualties, drug trafficking",,War coverage,,No
"عاقبت بازی کردن با تعرفه‌ها!😁

🔻 مذاکرات تجاری هند و آمریکا، به خاطر تعرفه‌های ۱۵ درصدی ترامپ فعلا برگزار نمیشه!

🆔 @akhbarenfejari",The consequences of playing with tariffs! 😁 Trade negotiations between India and America are not being held for now because of Trump's 15% tariffs!,2026-02-24 09:43:40 EST,2026-02-24,Y,2026-02-24_041.jpg,N,,,,,,"Trump tariffs, US-India trade, economic policy",,International news,Trump,No
"🛑 آدان با استقلال ۴۵۰ تایی شد

⚽️ آدان با حضور در ترکیب استقلال مقابل مس‌رفسنجان، به غیر از ثبت یک کلین‌شیت مهم برای آبی‌ها، به رکورد ۴۵۰ بازی در دوران گلری خودش رسید.

🆔 @akhbarenfejari","🛑 Adan reached his 450th match with Esteghlal ⚽️ Adan, by appearing in Esteghlal's lineup against Mes Rafsanjan, not only recorded an important clean sheet for the Blues but also reached the record of 450 matches during his goalkeeper career.",2026-02-24 09:53:45 EST,2026-02-24,Y,2026-02-24_042.jpg,N,,,,,,"Esteghlal, goalkeeper, Adan, football, record",,Sports,Adan,No
"🛑 بالاخره تموم میشه

🏟 مدیر عامل شرکت توسعه و نگهداری اماکن ورزشی گفته:
ورزشگاه آزادی بعد از تغییر چمن و قبل از شروع لیگ آینده در اواخر تیر به بهره‌برداری میرسه.

🆔 @akhbarenfejari","🛑 It's finally ending 🏟 The CEO of the sports facilities development and maintenance company said: Azadi Stadium, after changing the field and before the start of next season's league, will be operational in late Tir.",2026-02-24 10:06:38 EST,2026-02-24,Y,2026-02-24_043.mp4,Y,1.5kg  I,درستی که از این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این  درستی از این از این از این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این,"Correctly, from this, this, this... correctly from this, from this, from this, this, this...",,,"Azadi Stadium, renovation, football league, Iran",,Sports,,No
